user,total_logins,avg_login_hour,std_login_hour,weekend_login_rate,after_hours_rate,avg_hours_between_logins,min_login_hour,max_login_hour,total_web_visits,file_download_count,file_download_rate,file_upload_count,file_upload_rate,unique_sites,network_usage_mb,network_anomaly_score,usb_connect_count,unique_usb_devices,role,download_upload_ratio,unusual_hour_score,combined_risk,anomaly_login,anomaly_volume,anomaly_network,anomaly_usb,anomaly_overall,is_insider_threat,anomaly_conf,risk_score
DTAA/ABG0179,0.128922495274102,0.4621823416649881,0.0751324894073429,0.0,0.0,0.9936709134298224,8,9,0.7911836267353657,0.0391517128874388,0.0126363367330637,0.0158730158730158,0.0121202900755616,1609,0.6062008978675646,0.606227427329149,0.0,0.0,IT_Admin,0.01455525606469,0.0,0.0,0.0225397468222028,0.1681909807362735,0.3685686547507634,0.0,0.1566439436509373,0,1,45.075250294160064
DTAA/ABH0963,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.9937022257874534,7,7,0.8018224321358713,0.0448613376835236,0.0142870797316942,0.0178932178932178,0.0134816435316078,1642,0.6174593153759821,0.617483081454469,0.0,0.0,IT_Admin,0.0148247978436657,0.0,0.0,0.0,0.1715525193525037,0.3758682466382324,0.0,0.1540104434329344,0,1,44.72185636523918
DTAA/ABL0836,0.128922495274102,0.2683121126004162,0.0747883075058954,0.0,0.0,0.99368193966174,7,8,0.9727112256094652,0.0562805872756933,0.0147756581944759,0.0213564213564213,0.0132647734295277,1940,0.7496843434343435,0.7496756548266068,0.0,0.0,IT_Admin,0.0156226415094339,0.0,0.0,0.0224364922517686,0.2059095062479893,0.4551165154324172,0.0,0.1914565791078427,0,1,48.897405054590834
DTAA/ABS0726,0.1474480151228733,0.4300260469053294,0.4582009669036661,0.3468697123519458,0.0964467005076142,0.8512381135629691,0,23,0.8619817756786413,0.0530179445350734,0.0157066392249622,0.0147186147186147,0.0103159792309352,1716,0.6636503928170596,0.6636628212770433,0.0914454277286135,1.0,IT_Admin,0.0212264150943396,0.0,0.0494350490995674,0.2800998839797292,0.1833444685174899,0.4023166273826098,0.0914454277286135,0.2484915059809983,1,-1,60.62246117768417
DTAA/ACD0647,0.128922495274102,0.0,0.0,0.0,1.0,0.9936535176755832,6,6,0.9720433185439626,0.0464926590538336,0.0122143633808608,0.0167388167388167,0.010403856311609,1894,0.7427398989898991,0.7427329148988394,0.0,0.0,IT_Admin,0.0164055004796929,0.0,0.0,0.4,0.2036370022927056,0.4498054819185831,0.0,0.2837243212820927,1,-1,60.467155963878646
DTAA/ACH0803,0.153875236294896,0.3083925952918518,0.2751814116486158,0.0,0.0,0.8098061487837389,7,16,0.7982920662182148,0.0399673735725938,0.0127847628564431,0.017027417027417,0.0128860253008896,1651,0.6123386644219978,0.6123636873663172,0.7610619469026548,1.0,IT_Admin,0.0138679245283018,0.0,0.0,0.0825544234945847,0.1699166022621314,0.3725576087735545,0.7610619469026548,0.287408110894179,1,-1,56.14084129889984
DTAA/ACL0865,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.9936744996314654,7,7,0.8824483564715424,0.0513866231647634,0.0148703788487754,0.0196248196248196,0.0134357145274883,1720,0.6803801907968575,0.6803885129212104,0.0,0.0,IT_Admin,0.0155045118949958,0.0,0.0,0.0,0.1879555750769427,0.4136024002891099,0.0,0.1691850513492074,0,1,46.712778735715375
DTAA/ACM0061,0.128922495274102,0.4605756823080995,0.0751249141676717,0.0,0.0,0.9936875330657956,8,9,0.7849816325556986,0.0407830342577487,0.0132668164115374,0.0037518037518037,0.002887423180272,1537,0.5964506172839507,0.5964795399558189,0.0,0.0,IT_Admin,0.0606469002695417,0.0,0.0,0.0225374742503015,0.16449596167099,0.3590253396424792,0.0,0.1529642900580417,0,1,47.081834862106774
DTAA/ACR0400,0.128922495274102,0.3695316520844054,0.0,0.0,0.0,0.9936711275314128,8,8,0.8693764610467057,0.0473083197389885,0.013895978512634,0.0049062049062049,0.0034094194397025,1688,0.661861672278339,0.6618745397804973,0.0,0.0,IT_Admin,0.0547169811320754,0.0,0.0,0.0,0.1818461072975689,0.3984807711428844,0.0,0.1632663303398702,0,1,47.44326313986832
DTAA/ADR0219,0.128922495274102,0.3695316520844054,0.0,0.0,0.0,0.9936739376147902,8,8,0.5997805448213348,0.032626427406199,0.0138893873780707,0.004040404040404,0.0040693168466087,1218,0.4569304152637486,0.4569935832252182,0.0,0.0,IT_Admin,0.0452830188679245,0.0,0.0,0.0,0.1281215977072849,0.2757859758968926,0.0,0.1137890531717728,0,1,40.10481185339063
DTAA/AEC0750,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.993686837235626,7,7,0.7764419636467725,0.030995106035889,0.0101936415111361,0.0037518037518037,0.0029191706464433,1528,0.5859638047138048,0.5859953013780287,0.0,0.0,IT_Admin,0.0460916442048517,0.0,0.0,0.0,0.1612609646788556,0.3527459510868602,0.0,0.1446278254093145,0,1,44.689638379656714
DTAA/AEG0905,0.128922495274102,0.3695316520844054,0.0,0.0,0.0,0.9936862752189508,8,8,1.0,0.0399673735725938,0.0102065897496491,0.0144300144300144,0.0087181623955448,1812,0.7593644781144782,0.7593534135137978,0.0,0.0,IT_Admin,0.0163152053274139,0.0,0.0,0.0,0.207718743593488,0.4591059518269048,0.0,0.187478048214447,0,1,48.75408269081234
DTAA/AEW0730,0.128922495274102,0.3695316520844054,0.0,0.0,0.0,0.9936732685473194,8,8,0.6647583607652306,0.0195758564437194,0.0075193410597888,0.0063492063492063,0.005769811093005,1319,0.5002104377104378,0.5002629825730215,0.0,0.0,IT_Admin,0.0177194421657095,0.0,0.0,0.0,0.138442286010842,0.3024341870634647,0.0,0.1240633468696608,0,1,40.4447740493155
DTAA/AFD0868,0.128922495274102,0.4616467885460253,0.0751324894073429,0.0,0.0,0.9937055175994092,8,9,0.8281093459281523,0.0252854812398042,0.007797171538147,0.0057720057720057,0.0042109080869663,1614,0.6224747474747475,0.6224972825134121,0.0,0.0,IT_Admin,0.0250673854447439,0.0,0.0,0.0225397468222028,0.1707837273807939,0.375169211719635,0.0,0.1592015442187373,0,1,45.833077328981034
DTAA/AFF0760,0.04234404536862,0.5542974781266081,0.4954834132605999,0.7854406130268199,0.0603448275862069,0.4059041738371111,0,22,0.042459806306951,0.0,0.0,0.0002886002886002,0.0040845808443573,149,0.0313552188552188,0.0315228444195098,0.0088495575221238,1.0,General,0.0,0.0,0.0,0.4084151389207087,0.0097173355146974,0.0204469636508742,0.0088495575221238,0.1119440267013584,0,-1,54.87057630775829
DTAA/AFG0122,0.1716446124763705,0.3654974637428725,0.3065741319454325,0.0,0.0,0.711235827019381,7,15,0.6026907113210248,0.0212071778140293,0.008984525738653,0.0046176046176046,0.0046282004819748,1272,0.4544402356902357,0.4545040148672815,0.0,0.0,IT_Admin,0.0259711431742508,0.0,0.0,0.0919722395836297,0.1264188652781239,0.2745154216069313,0.0,0.1358685181449836,0,1,44.22749759063531
DTAA/AFH0331,0.2400756143667297,0.6847034054271299,0.3716785879110004,0.0,0.0,0.4675421950405437,7,17,0.8953771289537713,0.0252854812398042,0.0072115426099635,0.0066378066378066,0.0044788311234803,1796,0.672348484848485,0.6723587783582875,0.7669616519174041,1.0,IT_Admin,0.0219339622641509,0.0,0.0,0.1115035763733001,0.1840248464327802,0.4052006233584831,0.7669616519174041,0.3086289939720295,1,-1,55.2985545650349
DTAA/AFN0918,0.2431001890359168,0.6779506507329045,0.3692062303562747,0.0,0.0,0.4598608075514974,7,16,0.7204808930871619,0.0236541598694942,0.008383394993324,0.0187590187590187,0.0157291646667432,1646,0.5489618406285074,0.5490024194396718,0.5973451327433629,1.0,IT_Admin,0.0074614065180102,0.0,0.0,0.1107618691068824,0.1530066255141174,0.3356687702438017,0.5973451327433629,0.2547617486791165,1,-1,52.263360686208614
DTAA/AFO0022,0.2574669187145558,0.6217302613536895,0.4815421371120167,0.1330089213300892,0.0423357664233576,0.4260961727608147,0,23,0.818663231716044,0.0424143556280587,0.0132299954890879,0.0767676767676767,0.0566511017545098,1761,0.6574074074074074,0.6574213682106665,0.0,0.0,IT_Admin,0.0033071867712529,0.0,0.0,0.2012996241019748,0.1873429746141057,0.4171048851462484,0.0,0.2201711684269928,1,-1,60.27704661626208
DTAA/AFR0646,0.128922495274102,0.3695316520844054,0.0,0.0,0.0,0.9936645439075008,8,8,0.818186155240685,0.0228384991843393,0.0071279963589505,0.0219336219336219,0.0161954642397661,1774,0.6219837261503929,0.6220063817104386,0.6769911504424778,1.0,IT_Admin,0.0061749571183533,0.0,0.0,0.0,0.1720598684995421,0.3796684213861422,0.6769911504424778,0.256686731887747,1,-1,55.1907500501782
DTAA/AGB0091,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.9936891120650264,7,7,0.6883736462955011,0.0179445350734094,0.0066563498531036,0.0075036075036075,0.0065850212171398,1468,0.5174312570145905,0.517479575020162,0.0,0.0,IT_Admin,0.0138364779874213,0.0,0.0,0.0,0.142978410550794,0.3130927626956102,0.0,0.1283156343666804,0,1,41.30142544715794
DTAA/AGF0088,0.128922495274102,0.2683121126004162,0.0747883075058954,0.0,0.0,0.9936721712766672,7,8,0.7069319211869662,0.0505709624796084,0.0182665168207308,0.0262626262626262,0.0224427367515811,1518,0.5542227833894501,0.5542620709001017,0.0,0.0,IT_Admin,0.0114438063986874,0.0,0.0,0.0224364922517686,0.157252463673233,0.3415107647343025,0.0,0.1460251765321493,0,1,44.8595116151534
DTAA/AGG0562,0.128922495274102,0.4659312134977287,0.0750617574400996,0.0,0.0,0.9936644100940064,8,9,0.5799341634464005,0.0464926590538336,0.0204694289698169,0.0248196248196248,0.0258523302023014,1305,0.4584034792368125,0.4584662856341386,0.0,0.0,IT_Admin,0.0111255692908262,0.0,0.0,0.0225185272320298,0.133977246234879,0.2853830196230081,0.0,0.1238674228959671,0,1,42.30740026717685
DTAA/AGW0182,0.2797731568998109,0.6665476842705269,0.4519702454058086,0.0612305854241338,0.0188172043010752,0.3805865687288652,0,23,0.6227279232861027,0.0432300163132137,0.017725535548824,0.021067821067821,0.0204369803542724,1342,0.4866372053872054,0.4866930818051124,0.5191740412979351,1.0,IT_Admin,0.0121621621621621,0.0,0.010884758366306,0.1614871309694128,0.1395394465379142,0.3001571153740321,0.5191740412979351,0.2421259740688215,1,-1,53.94727246062858
DTAA/AHD0147,0.128922495274102,0.2833075999313774,0.0749656573103093,0.0,0.0,0.9936998439072574,7,8,0.6346548351700778,0.0399673735725938,0.0160799038691873,0.0222222222222222,0.0211518551915305,1341,0.4945636924803591,0.4946176233388267,0.0,0.0,IT_Admin,0.0106676342525399,0.0,0.0,0.0224896971930928,0.1413164755260684,0.3051989575648277,0.0,0.131382930123604,0,1,42.207769206000556
DTAA/AHS0926,0.128922495274102,0.2795587280986371,0.0751072356372075,0.0,0.0,0.9936873724896028,7,8,0.7026859405562712,0.030995106035889,0.0112632335958528,0.021067821067821,0.0181122634360044,1535,0.5401585297418632,0.5402012693292191,0.0,0.0,IT_Admin,0.0087200407955124,0.0,0.0,0.0225321706911622,0.151602483939982,0.3313400232195196,0.0,0.1415289178566641,0,1,42.496936387370596
DTAA/AHV0103,0.2272211720226843,0.768992314007052,0.3813830841769001,0.0,0.0,0.5019582947060884,8,14,0.6382329087352703,0.0415986949429037,0.016642434576989,0.0248196248196248,0.0234917572734205,1386,0.4991582491582492,0.4992110522809355,0.0,0.0,IT_Admin,0.0099544567338972,0.0,0.0,0.11441492525307,0.1430153262175747,0.3088916524043177,0.0,0.1558820085904981,0,1,47.68517999388705
DTAA/AIB0797,0.2540642722117202,0.7426164931311612,0.4829491289986944,0.2021696252465483,0.0695266272189349,0.4343794019091644,0,23,0.7980058203329994,0.0595432300163132,0.0190535175545985,0.0331890331890331,0.0251258357282741,1575,0.6284020763187431,0.6284231564921631,0.2920353982300885,1.0,IT_Admin,0.0106864020819778,0.0,0.0432305392824262,0.2333462771611467,0.1766656735623814,0.3870915800825555,0.2920353982300885,0.2607477597922724,1,-1,59.36610567875805
DTAA/AIC0321,0.128922495274102,0.2822364936934516,0.0750187804944724,0.0,0.0,0.9936664440591176,7,8,0.5616621344401508,0.0440456769983686,0.020022687538028,0.0259740259740259,0.0279345378683127,1250,0.4444795173961841,0.4445457414355342,0.0,0.0,IT_Admin,0.010076715737093,0.0,0.0,0.0225056341483417,0.130724132017538,0.2778615255850355,0.0,0.1208452361394826,0,1,40.92334514040875
DTAA/AID0577,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.9936952139603598,7,7,0.700873049949907,0.0383360522022838,0.0139668630537863,0.0063492063492063,0.0054726045744009,1419,0.5348274410774412,0.5348714891826502,0.0,0.0,IT_Admin,0.0347005742411813,0.0,0.0,0.0,0.1487998228891949,0.3230855064762251,0.0,0.1328513146302745,0,1,42.43517034118681
DTAA/AJA0220,0.2650283553875236,0.6198172745954744,0.5315630211805156,0.3877068557919622,0.0609929078014184,0.4097639771062533,0,23,0.6567911836267354,0.0562805872756933,0.0218802478375067,0.0049062049062049,0.0045125542801987,1398,0.5094346240179575,0.5094849048003086,0.4631268436578171,1.0,IT_Admin,0.0650943396226415,0.0,0.0435507764510071,0.3001781262123107,0.14365212692816,0.307465796122854,0.4631268436578171,0.2716582515573197,1,-1,56.679316652974364
DTAA/AJB0016,0.2665406427221172,0.8735332142361967,0.4379131218388781,0.0,0.0,0.4068867807755864,8,19,0.7558322599112638,0.0587275693311582,0.0198407549909889,0.0066378066378066,0.0053054705124366,1507,0.5841400112233447,0.584171955538413,0.8687315634218289,1.0,IT_Admin,0.0509433962264151,0.0,0.0,0.1313739365516634,0.1626784706314782,0.3526061949389815,0.8687315634218289,0.3082422321069529,1,-1,58.4912122847807
DTAA/AJB0370,0.2351606805293006,0.5808612550336343,0.3685708851219333,0.0,0.0,0.4803595654819195,7,15,0.6163350985162922,0.0513866231647634,0.0212884362008699,0.0066378066378066,0.0065058106376583,1262,0.4784301346801347,0.4784880255268418,0.2920353982300885,1.0,IT_Admin,0.0445754716981132,0.0,0.0,0.11057126553658,0.1358629809949909,0.2896604050631441,0.2920353982300885,0.1914152707326911,0,-1,50.070960444932545
DTAA/AJC0203,0.128922495274102,0.3695316520844054,0.0,0.0,0.0,0.9936866766594332,8,8,0.6740613520347312,0.0236541598694942,0.0089605170626961,0.0051948051948051,0.0046556245509125,1406,0.5082421436588104,0.5082927171359445,0.0,0.0,IT_Admin,0.0259185700099304,0.0,0.0,0.0,0.140689216303568,0.3068075360156512,0.0,0.1259431097101616,0,1,40.939577356497495
DTAA/AJC0266,0.26351606805293,0.7981040246159625,0.3709557223421251,0.0,0.0,0.4130147965270447,8,15,0.516196746338438,0.0293637846655791,0.0145236159398241,0.0141414141414141,0.0165477406863088,1125,0.398989898989899,0.3990672884743504,0.8702064896755162,1.0,IT_Admin,0.0122264150943396,0.0,0.0,0.1112867167026375,0.1154654794434923,0.2460130356684629,0.8702064896755162,0.2602688293493248,1,-1,50.37829823651918
DTAA/AJC0399,0.0415879017013232,0.9303121416510908,0.5228112111400572,0.0,0.0526315789473684,0.3174488910643891,5,23,0.0229473784647679,0.0008156606851549,0.0089859477908433,0.0,0.0,115,0.0172208193041526,0.0173919141624881,0.1017699115044247,1.0,General,0.0169811320754716,0.0,0.0154338621437029,0.1778959949209645,0.0090824495883752,0.0103324915824915,0.1017699115044247,0.0655014657074591,0,-1,50.67387625866393
DTAA/AJM0302,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.993665293263068,7,7,0.5280759505748771,0.0171288743882544,0.0082816130714599,0.0028860028860028,0.0033011557302689,1125,0.3969907407407407,0.397068620919387,0.0,0.0,IT_Admin,0.032418524871355,0.0,0.0,0.0,0.1107463433697861,0.239514906736552,0.0,0.0986399468635631,0,1,38.09013965979662
DTAA/AJN0804,0.2790170132325142,0.6912532791012869,0.4293923831198263,0.0,0.0,0.3818595933180438,7,17,0.6709603549448977,0.0261011419249592,0.00993314805908,0.0089466089466089,0.008055064007868,1455,0.5088383838383839,0.5088888109681265,0.0,0.0,IT_Admin,0.0169811320754716,0.0,0.0,0.1288177149359478,0.1415751642208799,0.3085250559061775,0.0,0.1588870001878393,0,1,47.10369657738784
DTAA/AJP0553,0.1595463137996219,0.5117926636849746,0.5260339242572535,0.3208137715179969,0.096244131455399,0.7769507167004491,0,23,0.667000620199418,0.0293637846655791,0.011241108433333,0.008080808080808,0.0073187184298295,1391,0.5069093714927049,0.5069602720993022,0.0589970501474926,1.0,IT_Admin,0.0210800260247234,0.0,0.0353059353383549,0.2925519613147347,0.141216293785499,0.3070731102675547,0.0589970501474926,0.2081815282426209,1,-1,55.449729149828606
DTAA/AJS0917,0.128922495274102,0.0,0.0,0.0,1.0,0.9936878809808806,6,6,0.6524974953485043,0.0146818923327895,0.0057454371637405,0.0043290043290043,0.0040078568802439,1411,0.4881102693602693,0.4881657842140327,0.0,0.0,IT_Admin,0.0191037735849056,0.0,0.0,0.4,0.1345745747156443,0.2944693043682592,0.0,0.2207184272425403,1,-1,53.54664729062133
DTAA/AJS0978,0.128922495274102,0.3695316520844054,0.0,0.0,0.0,0.9936564080470566,8,8,0.5804112399217595,0.0138662316476345,0.0060999014582161,0.0051948051948051,0.0054065070579736,1246,0.4351851851851852,0.435253690522108,0.0,0.0,IT_Admin,0.0151936444885799,0.0,0.0,0.0,0.120754150830852,0.2632737139343005,0.0,0.1080823812743733,0,1,38.1204263650892
DTAA/AKA0033,0.128922495274102,0.0,0.0,0.0,1.0,0.9936928053174652,6,6,0.6643289919374076,0.0163132137030995,0.0062701660105526,0.0051948051948051,0.0047238045515145,1435,0.4979306958473625,0.4979838002735018,0.0,0.0,IT_Admin,0.0178748758689175,0.0,0.0,0.4,0.1374180227582122,0.3006479393290233,0.0,0.2232582927976301,1,-1,53.78057294844507
DTAA/AKH0067,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.993697676128652,7,7,0.5126186727732456,0.0130505709624796,0.00649997488573,0.0011544011544011,0.0013602604114232,1158,0.3830317059483726,0.3831130123777131,0.0,0.0,IT_Admin,0.0543396226415094,0.0,0.0,0.0,0.1061818001209411,0.2303631277335928,0.0,0.0947544119757276,0,1,39.56226837839316
DTAA/AKM0969,0.128922495274102,0.2763454093848596,0.0751299644123191,0.0,0.0,0.9936718233615824,7,8,0.514765516912361,0.0122349102773246,0.0060683241681564,0.0051948051948051,0.006095655155405,1096,0.3862233445566779,0.3863038675970405,0.0,0.0,IT_Admin,0.0134061569016881,0.0,0.0,0.0225389893236957,0.1078159620131719,0.2341722687961687,0.0,0.1019134012345762,0,1,37.43229845276682
DTAA/AKP0173,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.9936477904580332,7,7,0.5105672439292018,0.0187601957585644,0.0093812388536515,0.002020202020202,0.002390015783123,1147,0.3843995510662177,0.3844805217574248,0.0,0.0,IT_Admin,0.0488207547169811,0.0,0.0,0.0,0.107521072947603,0.2315957369529798,0.0,0.095531309769906,0,1,39.17893375022508
DTAA/AKS0283,0.2797731568998109,0.8200225236442922,0.5107579700725484,0.4286140979689367,0.0577956989247311,0.3805593461294448,0,23,0.6371356328419445,0.0138662316476345,0.0055570284916128,0.0043290043290043,0.0041044534308007,1335,0.4764660493827161,0.4765244223149479,0.0162241887905604,1.0,IT_Admin,0.0180424528301886,0.0,0.0104809939494549,0.304929899982338,0.1314369768434355,0.2875214110019499,0.0162241887905604,0.1965493979598585,1,-1,53.6388638493933
DTAA/AKW0582,0.2502835538752363,0.7770706888051198,0.484826500553191,0.1368034701368034,0.054054054054054,0.4424981387121289,0,23,0.5393349553933495,0.0154975530179445,0.0073365377454153,0.0034632034632034,0.0038787266373473,1152,0.4048470819304153,0.4049230337669623,0.0,0.0,IT_Admin,0.0248185776487663,0.0,0.0,0.2081106128286199,0.1126988779425818,0.244459739813188,0.0,0.1525871954403556,0,1,47.35660262454204
DTAA/ALC0244,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.9936920827245967,7,7,0.5103764133390583,0.0269168026101141,0.0134650687348917,0.0611832611832611,0.07241038675216,1211,0.4165263748597082,0.4165994600091167,0.0,0.0,IT_Admin,0.0026308796173266,0.0,0.0,0.0,0.1305309330609055,0.278879979616689,0.0,0.1154058214754891,0,1,45.33602077524996
DTAA/ALK0520,0.2676748582230624,0.7372467862161489,0.3998473276169264,0.0,0.0,0.4042736796608838,7,18,0.5655264538905587,0.0399673735725938,0.0180446378860902,0.0678210678210678,0.072441982130826,1353,0.4659090909090909,0.4659700550510186,0.0,0.0,IT_Admin,0.0035257435241445,0.0,0.0,0.1199541982850779,0.1438602043604047,0.3085222473977849,0.0,0.1574701829468573,0,-1,53.49357955255438
DTAA/ALL0155,0.128922495274102,0.3695316520844054,0.0,0.0,0.0,0.99366411570432,8,8,0.6140928390821049,0.0391517128874388,0.0162789617197169,0.0747474747474747,0.0735284819931865,1369,0.5046296296296297,0.5046810897997827,0.0,0.0,IT_Admin,0.0031349782293178,0.0,0.0,0.0,0.1530165932742354,0.3321891705750524,0.0,0.1366031002897454,0,-1,50.04820398807476
DTAA/ALN0201,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.9936874260150004,7,7,0.6246362291875388,0.0407830342577487,0.0166711353884176,0.0704184704184704,0.0681012952199392,1508,0.5109778338945007,0.511027735895368,0.0,0.0,IT_Admin,0.0034655371582595,0.0,0.0,0.0,0.1536932020976983,0.3338272184246761,0.0,0.1372494253403634,0,1,49.60502422470233
DTAA/ALS0087,0.128922495274102,0.2843787061693033,0.0749023662994904,0.0,0.0,0.9936916545214156,7,8,0.5211583416821717,0.0179445350734094,0.0087910837020493,0.0077922077922077,0.0090313748836943,1139,0.3946408529741863,0.3947193099337284,0.0,0.0,IT_Admin,0.0133423180592991,0.0,0.0,0.0224707098898471,0.1113366226525673,0.2403970617379895,0.0,0.1046847608353577,0,1,37.37068192796538
DTAA/ALW0250,0.128922495274102,0.1847658260422027,0.0,0.0,0.0,0.9936826354919098,7,7,0.5590382138256762,0.0261011419249592,0.0119209639207708,0.006060606060606,0.0065486391682757,1234,0.4251543209876543,0.4252252884042217,0.0,0.0,IT_Admin,0.0246998284734133,0.0,0.0,0.0,0.1197327164760033,0.2577120482599029,0.0,0.1063344628315769,0,1,38.41530076192614
DTAA/ALW0694,0.2332703213610586,0.555487596168748,0.3460645050385572,0.0,0.0,0.4853754355383589,7,13,0.4983063785124755,0.0154975530179445,0.007940310229727,0.0046176046176046,0.0055972437982007,1116,0.3752455106621773,0.3753287282162769,0.0,0.0,IT_Admin,0.0189789123196448,0.0,0.0,0.1038193515115671,0.1053106039568188,0.2273862039165866,0.0,0.119660100241925,0,1,41.72863758849338
DTAA/ALW0834,0.2351606805293006,0.7812701941433078,0.3792300037268013,0.0,0.0,0.4803846657247183,8,14,0.5082772768474787,0.0146818923327895,0.0073749011421613,0.0075036075036075,0.0089171776196825,1130,0.3836279461279461,0.3837091062098952,0.0,0.0,IT_Admin,0.0113207547169811,0.0,0.0,0.1137690011180403,0.1080180592264812,0.2337436387246406,0.0,0.1246844806899386,0,1,42.214554365122424
