user,logins,web_visits,usb_usage,activity_score,web_log_ratio,usb_log_ratio,login_zscore,web_zscore,login_score,web_score,usb_score,behavior_score,risk_score,risk_level,alert,reason
DTAA/ABS0726,394,18073,31.0,18498.0,45.754430379746836,0.07848101265822785,-0.2802284719044925,3.779611117132148,0.6437318881188792,0.16575535284852727,0.39697931994425867,0.1361625553015027,0.20528447225302227,Low Risk,✅ Normal,Web activity spike
DTAA/ACD0647,345,20380,0.0,20725.0,58.90173410404624,0.0,-0.4588409974104323,4.37596998909725,1.0,0.024006853447600895,1.0,0.11795259052903648,0.5033231304269948,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ACH0803,411,16738,273.0,17422.0,40.62621359223301,0.662621359223301,-0.2182608610146767,3.4345139805593647,0.6193517720276659,0.2702448979563233,0.14462097679449257,0.012366994699777034,0.06086584753707991,Low Risk,✅ Normal,Web activity spike
DTAA/ACL0865,345,18502,0.0,18847.0,53.47398843930636,0.0,-0.4588409974104323,3.8905075003454246,1.0,0.10863957743241676,1.0,0.22497513623620086,0.5147372854267241,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ACM0061,345,16459,0.0,16804.0,47.56936416184971,0.0,-0.4588409974104323,3.3623925565115695,1.0,0.23253127917456015,1.0,0.375970843579728,0.5525552864291813,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ACR0400,345,18228,0.0,18573.0,52.68208092485549,0.0,-0.4588409974104323,3.8196785749364786,1.0,0.113425711267999,1.0,0.25711908181157017,0.5198334608190228,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ADR0219,345,12577,0.0,12922.0,36.34971098265896,0.0,-0.4588409974104323,2.358896613308914,1.0,0.40919037546741455,1.0,0.5828933149081957,0.5713335860520979,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AEC0750,345,16280,0.0,16625.0,47.052023121387286,0.0,-0.4588409974104323,3.3161211052407618,1.0,0.24119196344356128,1.0,0.3871612068452958,0.5542490703355579,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AEG0905,345,20966,0.0,21311.0,60.59537572254335,0.0,-0.4588409974104323,4.527450829570397,1.0,0.0,1.0,0.09168978546630896,0.5034088118359185,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AEW0730,345,13939,0.0,14284.0,40.286127167630056,0.0,-0.4588409974104323,2.710973242531484,1.0,0.36805799734297623,1.0,0.5129683728626154,0.5737444554826595,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AFD0868,345,17363,0.0,17708.0,50.18208092485549,0.0,-0.4588409974104323,3.5960763104155364,1.0,0.17154310531113656,1.0,0.3078866977793951,0.5329755457656434,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AFF0760,116,895,3.0,1014.0,7.64957264957265,0.02564102564102564,-1.2935811676320692,-0.6608972064987679,0.36142324842258555,0.547698901435411,0.39003125751918705,0.5528976416088143,0.1861351095172462,Low Risk,✅ Normal,Normal behavior
DTAA/AFG0122,458,12638,0.0,13096.0,27.533769063180827,0.0,-0.04693864267224466,2.374665096702876,0.513224966681579,0.43961089418299726,1.0,0.43707784738635014,0.38355139692965146,Low Risk,✅ Normal,"Suspicious USB activity, Web activity spike"
DTAA/AFH0331,639,18773,274.0,19686.0,29.3328125,0.428125,0.6128341556252064,3.9605609265710604,0.766718008734717,0.1830472451549738,0.43939172737021553,0.044567577444877715,0.27939803156621035,Low Risk,✅ Normal,Web activity spike
DTAA/AFN0918,647,15107,213.0,15967.0,23.313271604938272,0.3287037037037037,0.6419953842792374,3.012900924566698,0.7230777073015662,0.28987995427210067,0.4590014662031105,0.14066137837550477,0.23780418135243753,Low Risk,✅ Normal,Web activity spike
DTAA/AFO0022,685,17165,0.0,17850.0,25.02186588921283,0.0,0.7805112203858845,3.5448933643171014,0.6944088294903492,0.2226498286709723,1.0,0.2362555952007866,0.5011608700295128,Low Risk,✅ Normal,"Suspicious USB activity, Web activity spike"
DTAA/AFR0646,345,17155,242.0,17742.0,49.58092485549133,0.6994219653179191,-0.4588409974104323,3.5423083670394027,1.0,0.19624772650236683,0.13623394528728314,0.0,0.1423926384603591,Low Risk,✅ Normal,"Abnormal login frequency, Web activity spike"
DTAA/AGB0091,345,14434,0.0,14779.0,41.716763005780344,0.0,-0.4588409974104323,2.8389306077775722,1.0,0.32693944378684625,1.0,0.4812680075904266,0.5622032738232424,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AGF0088,345,14823,0.0,15168.0,42.84104046242775,0.0,-0.4588409974104323,2.9394870018800536,1.0,0.32033135873864593,1.0,0.45997792702212414,0.564353633252792,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AGG0562,345,12161,0.0,12506.0,35.14739884393064,0.0,-0.4588409974104323,2.251360726556646,1.0,0.428473275643841,1.0,0.6042840091261944,0.5731808119697491,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AGW0182,744,13058,185.0,13987.0,17.52751677852349,0.2483221476510067,0.995575281709363,2.483234982366224,0.6276182045727673,0.38865866843239905,0.42603693250963254,0.14155165597689226,0.22470967798269303,Low Risk,✅ Normal,Web activity spike
DTAA/AHD0147,345,13308,0.0,13653.0,38.46242774566474,0.0,-0.4588409974104323,2.5478599143086926,1.0,0.3664794352430998,1.0,0.5239956497185598,0.5565579028389777,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AHS0926,345,14734,0.0,15079.0,42.58381502890173,0.0,-0.4588409974104323,2.9164805261085345,1.0,0.33001428046573217,1.0,0.47253590313629135,0.5699286631356951,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AHV0103,605,13383,0.0,13988.0,22.084158415841586,0.0,0.4888989338455747,2.5672473938914333,0.6607620569187032,0.39169331820115294,1.0,0.37319293330386416,0.44992202326389086,Low Risk,✅ Normal,"Suspicious USB activity, Web activity spike"
DTAA/AIB0797,676,16732,108.0,17516.0,24.714918759231907,0.15952732644017725,0.7477048381500997,3.432962982192745,0.7190911306065515,0.24678744471405484,0.4476577291359286,0.1485998895009105,0.28702609748278585,Low Risk,✅ Normal,Web activity spike
DTAA/AIC0321,345,11778,0.0,12123.0,34.040462427745666,0.0,-0.4588409974104323,2.1523553308207837,1.0,0.4780502774039894,1.0,0.632246965027756,0.590220362547406,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AID0577,345,14696,0.0,15041.0,42.47398843930636,0.0,-0.4588409974104323,2.9066575364532796,1.0,0.3268659637517405,1.0,0.47346943423699056,0.5678286198674786,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AJA0220,705,13772,163.0,14640.0,19.507082152974505,0.23087818696883852,0.853414292020962,2.6678037879939147,0.6755533438953443,0.3887830469664965,0.4151579618100862,0.17856504917607896,0.25002730022940967,Low Risk,✅ Normal,Web activity spike
DTAA/AJB0016,709,15848,310.0,16867.0,22.32112676056338,0.43661971830985913,0.8679949063479775,3.2044492228441754,0.6748005720213119,0.26181608040708154,0.33011198576487777,0.07085296642201985,0.20328134917649743,Low Risk,✅ Normal,Web activity spike
DTAA/AJB0370,626,12924,104.0,13654.0,20.61244019138756,0.16586921850079744,0.5654471590624061,2.4485960188450604,0.8435018507363656,0.4197877886295722,0.46555080876977883,0.23754591192089752,0.26796876662082614,Low Risk,✅ Normal,"Abnormal login frequency, Web activity spike"
DTAA/AJC0203,345,14134,0.0,14479.0,40.84971098265896,0.0,-0.4588409974104323,2.7613806894466095,1.0,0.351429137154512,1.0,0.5013154309722484,0.5693526608079477,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AJC0266,701,10825,310.0,11836.0,15.420227920227921,0.4415954415954416,0.8388336776939466,1.9060050902560928,0.6809772151684191,0.4214985667786871,0.3350308867949388,0.12194777175529448,0.11736448240929787,Low Risk,✅ Normal,Normal behavior
DTAA/AJC0399,114,486,35.0,635.0,4.226086956521739,0.30434782608695654,-1.300871474795577,-0.7666235951566469,0.3605494955004779,0.6231696442102022,0.2271833505217898,0.37935904686551913,0.11094256093810262,Low Risk,✅ Normal,Normal behavior
DTAA/AJM0302,345,11074,0.0,11419.0,32.005780346820806,0.0,-0.4588409974104323,1.9703715224707916,1.0,0.5114379606851037,1.0,0.6490738418646502,0.5862236272602465,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AJN0804,742,14069,0.0,14811.0,18.935397039030956,0.0,0.9882849745458553,2.7445782071415676,0.6294945384391011,0.3457826650479794,1.0,0.27483937199408204,0.47504791005577596,Low Risk,✅ Normal,"Suspicious USB activity, Web activity spike"
DTAA/AJP0553,426,13986,20.0,14432.0,32.75409836065574,0.0468384074941452,-0.1635835572883686,2.723122729736668,0.5643480555483708,0.3814095741041459,0.3554988043335229,0.3013877156416805,0.1729852448991962,Low Risk,✅ Normal,Web activity spike
DTAA/AJS0917,345,13682,0.0,14027.0,39.543352601156066,0.0,-0.4588409974104323,2.644538812494626,1.0,0.35972261330025646,1.0,0.5240099802018348,0.5663075791428923,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AJS0978,345,12171,0.0,12516.0,35.176300578034684,0.0,-0.4588409974104323,2.2539457238343443,1.0,0.428473275643841,1.0,0.6023582039024646,0.5727736901083998,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AKA0033,345,13930,0.0,14275.0,40.26011560693642,0.0,-0.4588409974104323,2.708646744981555,1.0,0.36805799734297623,1.0,0.5138745571598928,0.5737944534092697,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AKH0067,345,10750,0.0,11095.0,31.069364161849713,0.0,-0.4588409974104323,1.886617610673352,1.0,0.5600828164331673,1.0,0.6729438089177273,0.6032856328380362,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AKM0969,345,10795,0.0,11140.0,31.19942196531792,0.0,-0.4588409974104323,1.8982500984229964,1.0,0.548250612342706,1.0,0.6636098708590188,0.5966712875672676,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AKP0173,345,10707,0.0,11052.0,30.94508670520231,0.0,-0.4588409974104323,1.8755021223792474,1.0,0.5636399413029431,1.0,0.6872886955137002,0.6087171083741835,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AKS0283,744,13360,6.0,14110.0,17.93288590604027,0.008053691275167786,0.995575281709363,2.561301900152726,0.6276182045727673,0.3726810926142074,0.4215715753919292,0.26033022041399456,0.27257166168834734,Low Risk,✅ Normal,Web activity spike
DTAA/AKW0582,666,11310,0.0,11976.0,16.956521739130434,0.0,0.711253302332561,2.0313774582244823,0.7000039940048083,0.4045686850872788,1.0,0.44514478963688,0.4499002170563927,Low Risk,✅ Normal,"Suspicious USB activity, Web activity spike"
DTAA/ALC0244,345,10703,0.0,11048.0,30.933526011560694,0.0,-0.4588409974104323,1.874468123468168,1.0,0.565419349680047,1.0,0.6880769769564594,0.609567599782426,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/ALK0520,712,11859,0.0,12571.0,16.632538569424966,0.0,0.8789303670932391,2.1732938087701434,0.678957815647717,0.4102156937176524,1.0,0.38986159520444164,0.4663660348156139,Low Risk,✅ Normal,"Suspicious USB activity, Web activity spike"
DTAA/ALL0155,345,12877,0.0,13222.0,37.216763005780344,0.0,-0.4588409974104323,2.4364465316398762,1.0,0.39709590155670627,1.0,0.5730985239990926,0.5728488863013453,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ALN0201,345,13098,0.0,13443.0,37.85549132947977,0.0,-0.4588409974104323,2.493574971477019,1.0,0.3869723895358775,1.0,0.5368976203564605,0.5624114040784837,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ALS0087,345,10929,0.0,11274.0,31.58670520231214,0.0,-0.4588409974104323,1.9328890619441599,1.0,0.5153723942448337,1.0,0.6541179646520554,0.5848786189150111,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/ALW0250,345,11723,0.0,12068.0,33.88150289017341,0.0,-0.4588409974104323,2.1381378457934406,1.0,0.48308563463425236,1.0,0.632246965027756,0.590333681984836,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ALW0694,621,10450,0.0,11071.0,16.80064308681672,0.0,0.5472213911536367,1.8090676923423896,0.7937176989313539,0.4701287214184186,1.0,0.45762700223509856,0.44841523665028793,Low Risk,✅ Normal,Suspicious USB activity
DTAA/ALW0834,626,10659,0.0,11285.0,17.0,0.0,0.5654471590624061,1.8630941354462935,0.8435018507363656,0.45590003141938523,1.0,0.4586258745327062,0.46209118073148214,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AMA0191,660,14316,355.0,15331.0,21.65809379727685,0.5370650529500757,0.6893823808420377,2.8084276399007266,0.6941198970183052,0.32877264773930337,0.19587943904354932,0.06502830816920252,0.11428730318078784,Low Risk,✅ Normal,Web activity spike
DTAA/AMA0606,400,9618,0.0,10018.0,23.98503740648379,0.0,-0.2583575504139693,1.5939959188378534,0.6416313638281166,0.4634726085021307,1.0,0.5287200655908239,0.379709129750171,Low Risk,✅ Normal,Suspicious USB activity
DTAA/AMD0432,345,10416,0.0,10761.0,30.104046242774565,0.0,-0.4588409974104323,1.8002787015982138,1.0,0.5711492259057651,1.0,0.6861120268881387,0.6015467888695446,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AMH0101,345,11972,0.0,12317.0,34.60115606936416,0.0,-0.4588409974104323,2.2025042780081394,1.0,0.45667152635531855,1.0,0.615847231983212,0.5821623311760237,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AMM0340,609,12931,0.0,13540.0,21.198360655737705,0.0,0.5034795481725902,2.45040551693945,0.693783169735551,0.4266848858389889,1.0,0.38771859367763456,0.4621419966788073,Low Risk,✅ Normal,"Suspicious USB activity, Web activity spike"
DTAA/AMM0661,345,11740,0.0,12085.0,33.93063583815029,0.0,-0.4588409974104323,2.1425323411655284,1.0,0.48214050671249536,1.0,0.632246965027756,0.5905325119441899,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/AMM0830,345,10543,0.0,10888.0,30.471098265895954,0.0,-0.4588409974104323,1.833108167024988,1.0,0.588915761467153,1.0,0.6948092128936736,0.61585803075202,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AMS0897,630,11929,0.0,12559.0,18.904912836767036,0.0,0.5800277733894216,2.191388789714035,0.8177038122821703,0.41191286093868573,1.0,0.4392028860136439,0.4766226762341573,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ANC0012,622,13968,0.0,14590.0,22.42054574638844,0.0,0.5508665447353905,2.7184697346368103,0.7963306872167095,0.3585473235049213,1.0,0.3441226547887685,0.479239892411219,Low Risk,✅ Normal,"Suspicious USB activity, Web activity spike"
DTAA/ANS0172,345,12728,0.0,13073.0,36.786127167630056,0.0,-0.4588409974104323,2.3979300722021653,1.0,0.39809855003347794,1.0,0.5814668760380155,0.5715221569636318,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ANW0351,345,10548,0.0,10893.0,30.485549132947977,0.0,-0.4588409974104323,1.8344006656638374,1.0,0.5915533416490069,1.0,0.6948092128936736,0.6170319539816832,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AOC0511,345,10578,0.0,10923.0,30.572254335260116,0.0,-0.4588409974104323,1.8421556574969336,1.0,0.5853086305512691,1.0,0.6909078542831524,0.6141392148394679,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/APC0769,345,9234,0.0,9579.0,26.6878612716763,0.0,-0.4588409974104323,1.4947320233742214,1.0,0.49648907279279275,1.0,0.6305365414963495,0.5127551506457485,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AQG0678,212,1363,112.0,1687.0,6.39906103286385,0.5258215962441315,-0.9436464237836975,-0.5399193339024664,0.42616898640581713,0.7533160196045043,0.17999493788257256,0.39748667873487376,0.0907104036465044,Low Risk,✅ Normal,Normal behavior
DTAA/ARB0050,345,12763,0.0,13108.0,36.88728323699422,0.0,-0.4588409974104323,2.406977562674111,1.0,0.40509812686837376,1.0,0.5867949417833969,0.5773923115710854,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ARB0100,339,9314,0.0,9653.0,27.394117647058824,0.0,-0.48071191890095555,1.5154120015958112,0.8194168265861137,0.49430969287702997,1.0,0.6209053314717946,0.4791189946395712,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/ARC0677,698,12580,0.0,13278.0,17.997138769670958,0.0,0.8278982169486849,2.3596721124922233,0.681354710328133,0.4057361901138921,1.0,0.3596272452676685,0.4708039914228598,Low Risk,✅ Normal,"Suspicious USB activity, Web activity spike"
DTAA/ARF0269,345,9388,0.0,9733.0,27.13294797687861,0.0,-0.4588409974104323,1.534540981450782,1.0,0.5054527416798174,1.0,0.6311314734629416,0.5214888565038557,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/ARG0405,345,13912,0.0,14257.0,40.20809248554913,0.0,-0.4588409974104323,2.7039937498816973,1.0,0.36703501696198865,1.0,0.5183962933649802,0.5745396326531588,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ARK0026,356,11224,242.0,11822.0,31.439775910364144,0.6778711484593838,-0.4187443080111397,2.009146481636273,0.7848080344598751,0.5254838803369775,0.15790296463057188,0.15147795085828725,0.0914157683651573,Low Risk,✅ Normal,Web activity spike
DTAA/ARM0416,626,9409,181.0,10216.0,15.006379585326954,0.2886762360446571,0.5654471590624061,1.5399694757339495,0.8435018507363656,0.4621714764926672,0.4488044727064474,0.2510110505634447,0.16812145515268795,Low Risk,✅ Normal,Abnormal login frequency
DTAA/ARP0948,345,10656,0.0,11001.0,30.797687861271676,0.0,-0.4588409974104323,1.8623186362629838,1.0,0.5741788877129318,1.0,0.6937690790754218,0.6135471577548391,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/ARR0758,345,12831,0.0,13176.0,37.08381502890173,0.0,-0.4588409974104323,2.424555544162462,1.0,0.40509812686837376,1.0,0.5876511929284021,0.5799615788822984,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ARR0878,345,9102,0.0,9447.0,26.30635838150289,0.0,-0.4588409974104323,1.4606100593085978,1.0,0.47301323927671507,1.0,0.6107471216350272,0.49185109586407616,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/ARR0977,706,10873,136.0,11715.0,15.379066478076378,0.19236209335219237,0.8570594456027159,1.9184130771890469,0.6796393817355446,0.4280995270191916,0.4815253156310866,0.26827452574873056,0.22622804444080724,Low Risk,✅ Normal,Normal behavior
DTAA/ARS0993,2386,5908,0.0,8294.0,2.4750733137829912,0.0,6.980917462949223,0.6349619288116164,0.0432572441831251,0.42805985171616673,1.0,0.1670915024293388,0.8483532219119828,High Risk,🚨 CRITICAL: Insider Threat Suspected,"Suspicious USB activity, Login deviation from normal"
DTAA/ARW0541,345,10482,0.0,10827.0,30.294797687861273,0.0,-0.4588409974104323,1.8173396836310256,1.0,0.5990407590716773,1.0,0.6964904237593805,0.6183639686986063,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/ASC0132,399,9960,0.0,10359.0,24.9,0.0,-0.2620027039957232,1.6824028257351507,0.6551758806910042,0.4782394510875681,1.0,0.5463144754171991,0.4064201428504727,Low Risk,✅ Normal,Suspicious USB activity
DTAA/ASO0023,724,9210,14.0,9948.0,12.703448275862069,0.019310344827586208,0.9226722100742856,1.4885280299077444,0.6566293136386248,0.41849273633540746,0.36813028379114393,0.35434983769429035,0.16847463913360117,Low Risk,✅ Normal,Normal behavior
DTAA/ASP0799,345,9196,0.0,9541.0,26.578034682080926,0.0,-0.4588409974104323,1.484909033718966,1.0,0.4934845297408264,1.0,0.6288815302433074,0.5097197799946588,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/ASR0539,345,10498,0.0,10843.0,30.341040462427745,0.0,-0.4588409974104323,1.8214756792753435,1.0,0.5962590027999084,1.0,0.6975281153322463,0.6182241730016337,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/ASS0824,345,12667,0.0,13012.0,36.60982658959538,0.0,-0.4588409974104323,2.3821615888082026,1.0,0.3950885683205287,1.0,0.5841356639704305,0.569380703116298,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity, Web activity spike"
DTAA/ASV0049,659,10938,37.0,11634.0,16.572727272727274,0.05606060606060606,0.6857372272602839,1.9352155594940887,0.6986871999917071,0.43248012269019714,0.4011960978764955,0.3582323300413579,0.2206479599458816,Low Risk,✅ Normal,Normal behavior
DTAA/ATJ0284,351,10448,275.0,11074.0,29.681818181818183,0.78125,-0.4369700759199091,1.8085506928868498,0.860432399307669,0.5874287199432845,0.06055571485957795,0.16774183353675798,0.08150999718799534,Low Risk,✅ Normal,Abnormal login frequency
DTAA/AUM0365,626,10460,0.0,11086.0,16.682615629984053,0.0,0.5654471590624061,1.8116526896200884,0.8435018507363656,0.4687505180768138,1.0,0.45390159669139113,0.4586399208900592,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AWB0828,345,9265,0.0,9610.0,26.777456647398843,0.0,-0.4588409974104323,1.5027455149350875,1.0,0.5055672248685658,1.0,0.6307441861032181,0.5173296826427404,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AXB0007,345,10585,0.0,10930.0,30.59248554913295,0.0,-0.4588409974104323,1.8439651555913228,1.0,0.5826790260803464,1.0,0.6918565972059887,0.6137269066605745,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/AZC0030,372,10184,138.0,10694.0,27.302949061662197,0.3699731903485255,-0.36042185070307775,1.7403067647556028,0.700598060083055,0.5241074166369747,0.465662911909854,0.28588508179258504,0.18259997218118906,Low Risk,✅ Normal,Normal behavior
DTAA/AZS0738,345,10493,0.0,10838.0,30.326589595375722,0.0,-0.4588409974104323,1.820183180636494,1.0,0.5962590027999084,1.0,0.6975281153322463,0.6180593435880729,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/BAB0505,345,10415,0.0,10760.0,30.101156069364162,0.0,-0.4588409974104323,1.8000202018704439,1.0,0.5702637007656579,1.0,0.6861120268881387,0.6011750359618794,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/BAE0444,345,10483,0.0,10828.0,30.297687861271676,0.0,-0.4588409974104323,1.8175981833587955,1.0,0.5990407590716773,1.0,0.6964904237593805,0.6183969345813186,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/BAF0379,435,10477,157.0,11069.0,24.029816513761467,0.36009174311926606,-0.13077717505258374,1.8160471849921762,0.554414600307234,0.4977379591009344,0.45609296514026804,0.2521467376194299,0.1089619279099211,Low Risk,✅ Normal,Normal behavior
DTAA/BAH0774,345,10454,0.0,10799.0,30.213872832369944,0.0,-0.4588409974104323,1.810101691253469,1.0,0.5903755332418101,1.0,0.6939784843716006,0.6131647285591951,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
